word,borrowing,age_oldest,age_youngest,age_oldest_num,age_youngest_num,word.1,phonology,phonlength,AoA,subtlexzipf,conc,cat,AoA_obj,source.language,source.word,source.language.mean.word.length,source.language.word.freq,source.word.length,18-260,word,5,age,source,effect,ids.code,ids.code2,1,modern.english,middle.english,old.english,old.english.length
bow,5,Proto-Germanic,Proto-Germanic,2500,2500,bow,b5,2,4.95,4.22,4.61,Noun,2,English,NA,3.450980392,0.142987133,2,20-240,bow,5,Proto-Germanic,None,,20-240,20-240,1,bow,boue,boga,4
meat,5,Proto-Germanic,Proto-Germanic,2500,2500,meat,mit,3,4.42,4.8,4.9,Noun,2,English,NA,3.450980392,0.390831496,3,5-610,meat,5,Proto-Germanic,None,,5-610,5-610,1,meat,flesh,flÃ_Ì„sc(mete),9
yard,5,Proto-Germanic,Proto-Germanic,2500,2500,yard,j#d,3,3.94,4.33,4.82,Noun,2,English,NA,3.450980392,0.390831496,3,7-150,yard,5,Proto-Germanic,None,,7-150,7-150,1,yard,yerd,geard,5
mare,5,Proto-Germanic,Proto-Germanic,2500,2500,mare,m#r1,4,8.84,3.65,4.75,Noun,6,English,NA,3.450980392,0.324104167,4,3-440,mare,5,Proto-Germanic,None,,3-440,3-440,1,mare,mere,mere (myre),8
crow,5,Proto-Germanic,Proto-Germanic,2500,2500,crow,kr5,3,5.74,3.65,4.93,Noun,2,English,NA,3.450980392,0.390831496,3,3-593,crow,5,Proto-Germanic,None,,3-593,3-593,1,crow,croue,craÌ„we,5
louse,5,Proto-Germanic,Proto-Germanic,2500,2500,louse,l6s,3,10.26,2.67,#N/A,Noun,6,English,NA,3.450980392,0.390831496,3,3-811,louse,5,Proto-Germanic,None,,3-811,3-811,1,louse,lous-e,luÌ„s,3
nettle,5,Proto-Germanic,Proto-Germanic,2500,2500,nettle,nEtP,4,14.33,3.08,3.88,Noun,12,English,NA,3.450980392,0.324104167,4,8-970,nettle,5,Proto-Germanic,None,,8-970,8-970,1,nettle,netle,netel(e),6
dove,5,Proto-Germanic,Proto-Germanic,2500,2500,dove,d5v,3,6.63,3.46,4.88,Noun,4,English,NA,3.450980392,0.390831496,3,3-594,dove,5,Proto-Germanic,None,,3-594,3-594,1,dove,douve,culfer,6
fear,5,Proto-Germanic,Proto-Germanic,2500,2500,fear,f7R,3,4.79,4.84,2.57,Noun,2,English,NA,3.450980392,0.390831496,3,16-530,fear,5,Proto-Germanic,None,,16-530,16-530,1,fear,fer,ege(sa),5
oak,5,Proto-Germanic,Proto-Germanic,2500,2500,oak,5k,2,7.35,4.23,4.82,Noun,2,English,NA,3.450980392,0.142987133,2,8-610,oak,5,Proto-Germanic,None,,8-610,8-610,1,oak,ok-e,aÌ„c,2
flesh,5,Proto-Germanic,Proto-Germanic,2500,2500,flesh,flES,4,8.3,4.15,4.59,Noun,4,English,NA,3.450980392,0.324104167,4,4-130,flesh,5,Proto-Germanic,None,,4-130,4-130,1,flesh,flesh,flÃ_Ì„sc,5
ice,5,Proto-Germanic,Proto-Germanic,2500,2500,ice,2s,2,3.86,4.98,4.89,Noun,2,English,NA,3.450980392,0.142987133,2,1-770,ice,5,Proto-Germanic,None,,1-770,1-770,1,ice,is,iÌ„s,2
oar,5,Proto-Germanic,Proto-Germanic,2500,2500,oar,$R,2,5.83,3.03,4.84,Noun,2,English,NA,3.450980392,0.142987133,2,10-850,oar,5,Proto-Germanic,None,,10-850,10-850,1,oar,or-e,aÌ„r,2
thigh,5,Proto-Germanic,Proto-Germanic,2500,2500,thigh,T2,2,6.42,3.48,4.9,Noun,6,English,NA,3.450980392,0.142987133,2,4-351,thigh,5,Proto-Germanic,None,,4-351,4-351,1,thigh,thigh,leÌ„ow,4
wave,5,Proto-Germanic,Proto-Germanic,2500,2500,wave,w1v,3,4.26,4.55,4.55,Noun,2,English,NA,3.450980392,0.390831496,3,1-350,wave,5,Proto-Germanic,None,,1-350,1-350,1,wave,wau-e,wÃ_Ì„g,3
leaf,5,Proto-Germanic,Proto-Germanic,2500,2500,leaf,lif,3,4.6,4.29,5,Noun,2,English,NA,3.450980392,0.390831496,3,8-560,leaf,5,Proto-Germanic,None,,8-560,8-560,1,leaf,lef,leÌ„af,4
honey,5,Proto-Germanic,Proto-Germanic,2500,2500,honey,hVnI,4,5.44,4.6,4.88,Noun,2,English,NA,3.450980392,0.324104167,4,5-840,honey,5,Proto-Germanic,None,,5-840,5-840,1,honey,honi,hunig,5
barley,5,Proto-Germanic,Proto-Germanic,2500,2500,barley,b#lI,4,9.8,3.61,4.59,Noun,4,English,NA,3.450980392,0.324104167,4,8-440,barley,5,Proto-Germanic,None,,8-440,8-440,1,barley,ber-e,bere,4
frog,5,Proto-Germanic,Proto-Germanic,2500,2500,frog,frQg,4,4.32,4.05,5,Noun,2,English,NA,3.450980392,0.324104167,4,3-950,frog,5,Proto-Germanic,None,,3-950,3-950,1,frog,frogge,frogga,6
teat,5,Proto-Germanic,Proto-Germanic,2500,2500,teat,tit,3,11.94,2.71,4.38,Noun,12,English,NA,3.450980392,0.390831496,3,4-412,teat,5,Proto-Germanic,None,,4-412,4-412,1,nipple,tet-e,(forweard) titt,12
flea,5,Proto-Germanic,Proto-Germanic,2500,2500,flea,fli,3,7.79,3.5,4.89,Noun,4,English,NA,3.450980392,0.390831496,3,3-813,flea,5,Proto-Germanic,None,,3-813,3-813,1,flea,fle,fleÌ„a,4
wheat,5,Proto-Germanic,Proto-Germanic,2500,2500,wheat,wit,3,6.53,3.95,4.89,Noun,2,English,NA,3.450980392,0.390831496,3,8-430,wheat,5,Proto-Germanic,None,,8-430,8-430,1,wheat,whete,hwÃ_Ì„te,5
bread,5,Proto-Germanic,Proto-Germanic,2500,2500,bread,brEd,4,3.58,4.69,4.92,Noun,2,English,NA,3.450980392,0.324104167,4,5-510,bread,5,Proto-Germanic,None,,5-510,5-510,1,bread,bred,hlaÌ„f,4
song,5,Proto-Germanic,Proto-Germanic,2500,2500,song,sQN,3,4.26,5.1,4.46,Noun,2,English,NA,3.450980392,0.390831496,3,23-640,song,5,Proto-Germanic,None,,,,,,,,
guts,5,Proto-Germanic,Proto-Germanic,2500,2500,guts,gVts,4,6.96,3.92,3.85,Noun,4,English,NA,3.450980392,0.324104167,4,4-461,guts,5,Proto-Germanic,None,,4-461,4-461,1,intestines,gut,innefaren,9
side,5,Proto-Germanic,Proto-Germanic,2500,2500,side,s2d,3,4.72,5.55,3.68,Noun,2,English,NA,3.450980392,0.390831496,3,12-360,side,5,Proto-Germanic,None,,12-360,12-360,1,side,side,siÌ„de,4
hawk,5,Proto-Germanic,Proto-Germanic,2500,2500,hawk,h$k,3,6.74,3.66,4.93,Noun,2,English,NA,3.450980392,0.390831496,3,3-585,hawk,5,Proto-Germanic,None,,3-585,3-585,1,hawk,hauk,hafoc,5
twelve,5,Proto-Germanic,Proto-Germanic,2500,2500,twelve,twElv,5,4.48,3.66,3.61,Number,4,English,NA,3.450980392,0.095324755,5,13-102,twelve,5,Proto-Germanic,None,,13-102,13-102,1,twelve,twelve,twelf,5
next,5,Proto-Germanic,Proto-Germanic,2500,2500,next,nEkst,5,4.35,5.89,2.56,Number,2,English,NA,3.450980392,0.095324755,5,24-120,next,5,Proto-Germanic,None,,,,,,,,
under,5,Proto-Germanic,Proto-Germanic,2500,2500,under,Vnd@R,5,5.89,5.6,3.45,Preposition,2,English,NA,3.450980392,0.095324755,5,12-070,under,5,Proto-Germanic,None,,12-070,Dec-70,1,under,under,under(neoÎ¸an),11
through,5,Proto-Germanic,Proto-Germanic,2500,2500,through,Tru,3,5.82,5.94,2.9,Preposition,2,English,NA,3.450980392,0.390831496,3,24-050,through,5,Proto-Germanic,None,,,,,,,,
behind,5,Proto-Germanic,Proto-Germanic,2500,2500,behind,bIh2nd,6,4.9,5.42,3.48,Preposition,2,English,NA,3.450980392,0.009532476,6,12-011,behind,5,Proto-Germanic,None,,12-011,12-Nov,1,behind,behinde-n,Ã_fter,5
near,5,Proto-Germanic,Proto-Germanic,2500,2500,near,n7R,3,5.41,5.08,2.79,Preposition,2,English,NA,3.450980392,0.390831496,3,12-430,near,5,Proto-Germanic,None,,12-430,12-430,1,near,neigh,neÌ„ah,4
nothing,5,Proto-Germanic,Proto-Germanic,2500,2500,nothing,nVTIN,5,5.21,5.64,2.21,Pronoun,2,English,NA,3.450980392,0.095324755,5,24-140,nothing,5,Proto-Germanic,None,,13-000,13-0,3,nothing,,nÃ_Ì„nig,5
who,5,Proto-Germanic,Proto-Germanic,2500,2500,who,hu,2,3.81,6.32,1.74,Pronoun,2,English,NA,3.450980392,0.142987133,2,17-680,who,5,Proto-Germanic,None,,17-680,17-680,1,who?,who,hwaÌ„,3
beget,5,Proto-Germanic,Proto-Germanic,2500,2500,beget,bIgEt,5,14.2,2.17,2.25,Verb,13,English,NA,3.450980392,0.095324755,5,4-710,beget,5,Proto-Germanic,None,,4-710,4-710,1,beget,biyeten,gestriÌ„enan,10
build,5,Proto-Germanic,Proto-Germanic,2500,2500,build,bIld,4,4.45,5.07,3.71,Verb,2,English,NA,3.450980392,0.324104167,4,9-440,build,5,Proto-Germanic,None,,9-440,9-440,1,build,bilden,timbriÌ„an,8
threaten,5,Proto-Germanic,Proto-Germanic,2500,2500,threaten,TrEtH,5,8.95,3.77,2.63,Verb,6,English,NA,3.450980392,0.095324755,5,18-440,threaten,5,Proto-Germanic,None,,18-440,18-440,1,threaten,threten,Î¸reÌ„at(n)ian,9
shine,5,Proto-Germanic,Proto-Germanic,2500,2500,shine,S2n,3,5.79,4.34,3.85,Verb,2,English,NA,3.450980392,0.390831496,3,15-560,shine,5,Proto-Germanic,None,,15-560,15-560,1,shine,shinen,sciÌ„nan,6
weep,5,Proto-Germanic,Proto-Germanic,2500,2500,weep,wip,3,8.5,3.4,4.54,Verb,4,English,NA,3.450980392,0.390831496,3,16-370,weep,5,Proto-Germanic,None,,16-370,16-370,1,cry,wepen,weÌ„pan,5
bake,5,Proto-Germanic,Proto-Germanic,2500,2500,bake,b1k,3,5.5,4.22,4.21,Verb,2,English,NA,3.450980392,0.390831496,3,5-240,bake,5,Proto-Germanic,None,,5-240,5-240,1,bake,baken,bacan,5
dribble,5,Proto-Germanic,Proto-Germanic,2500,2500,dribble,drIbP,5,6.5,3.18,3.83,Verb,6,English,NA,3.450980392,0.095324755,5,4-591,dribble,5,Proto-Germanic,None,,4-591,4-591,1,dribble,drevelen,dreflian,8
plough,5,Proto-Germanic,Proto-Germanic,2500,2500,plough,pl6,3,7.11,3.64,3.88,Verb,8,English,NA,3.450980392,0.390831496,3,8-210,plough,5,Proto-Germanic,None,,8-210,8-210,1,plow,eren,erian,5
write,5,Proto-Germanic,Proto-Germanic,2500,2500,write,r2t,3,4.89,4.89,4.22,Verb,2,English,NA,3.450980392,0.390831496,3,18-510,write,5,Proto-Germanic,None,,18-510,18-510,1,write,writen,wriÌ„tan,6
become,5,Proto-Germanic,Proto-Germanic,2500,2500,become,bIkVm,5,5.85,5.28,1.54,Verb,4,English,NA,3.450980392,0.095324755,5,24-020,become,5,Proto-Germanic,None,,,,,,,,
wipe,5,Proto-Germanic,Proto-Germanic,2500,2500,wipe,w2p,3,4.83,4,4,Verb,2,English,NA,3.450980392,0.390831496,3,9-311,wipe,5,Proto-Germanic,None,,9-310,9-310,3,wipe,gnodden,,
listen,5,Proto-Germanic,Proto-Germanic,2500,2500,listen,lIsH,4,5.4,5.25,3.47,Verb,2,English,NA,3.450980392,0.324104167,4,15-420,listen,5,Proto-Germanic,None,,15-420,15-420,1,listen,listenen,hlosnian,8
follow,5,Proto-Germanic,Proto-Germanic,2500,2500,follow,fQl5,4,5.11,4.96,3.26,Verb,2,English,NA,3.450980392,0.324104167,4,10-520,follow,5,Proto-Germanic,None,,10-520,10-520,1,follow,folwen,folgian,7
yawn,5,Proto-Germanic,Proto-Germanic,2500,2500,yawn,j$n,3,5.3,3.26,4.46,Verb,2,English,NA,3.450980392,0.390831496,3,4-520,yawn,5,Proto-Germanic,None,,4-520,4-520,1,yawn,yenen,giÌ„nan,5
send,5,Proto-Germanic,Proto-Germanic,2500,2500,send,sEnd,4,5.68,4.95,2.7,Verb,2,English,NA,3.450980392,0.324104167,4,10-630,send,5,Proto-Germanic,None,,10-630,10-630,1,send,senden,sendan,6
whisper,5,Proto-Germanic,Proto-Germanic,2500,2500,whisper,wIsp@R,6,4.26,3.67,4.34,Verb,4,English,NA,3.450980392,0.009532476,6,18-150,whisper,5,Proto-Germanic,None,,18-150,18-150,1,whisper,whisperen,hwisprian,9
wake,5,Proto-Germanic,Proto-Germanic,2500,2500,wake,w1k,3,5.63,4.64,3.11,Verb,2,English,NA,3.450980392,0.390831496,3,4-630,wake,5,Proto-Germanic,None,,4-630,4-630,1,wake,wecchen,weccan,6
wash,5,Proto-Germanic,Proto-Germanic,2500,2500,wash,wQS,3,4,4.54,4.35,Verb,2,English,NA,3.450980392,0.390831496,3,9-360,wash,5,Proto-Germanic,None,,9-360,9-360,1,wash,washen,Î¸weÌ„an,5
see,5,Proto-Germanic,Proto-Germanic,2500,2500,see,si,2,3.06,6.34,3.21,Verb,2,English,NA,3.450980392,0.142987133,2,15-510,see,5,Proto-Germanic,None,,15-510,15-510,1,see,sen,seÌ„on,4
float,5,Proto-Germanic,Proto-Germanic,2500,2500,float,fl5t,4,5.39,3.96,4.07,Verb,2,English,NA,3.450980392,0.324104167,4,10-340,float,5,Proto-Germanic,None,,10-340,10-340,1,float,fleten,fleÌ„otan,7
hate,5,Proto-Germanic,Proto-Germanic,2500,2500,hate,h1t,3,5.53,4.81,1.97,Verb,2,English,NA,3.450980392,0.390831496,3,16-410,hate,5,Proto-Germanic,None,,16-410,16-410,1,hate,hetien,hati(g)an,7
lose,5,Proto-Germanic,Proto-Germanic,2500,2500,lose,luz,3,5.78,5.11,2.25,Verb,4,English,NA,3.450980392,0.390831496,3,11-330,lose,5,Proto-Germanic,None,,11-330,11-330,1,lose,lesen,losian,6
saw,5,Proto-Germanic,Proto-Germanic,2500,2500,saw,s$,2,5.36,5.4,4.46,Verb,2,English,NA,3.450980392,0.142987133,2,9-480,saw,5,Proto-Germanic,None,,9-480,9-480,1,saw,sau-e,sagu,4
lock,5,Proto-Germanic,Proto-Germanic,2500,2500,lock,lQk,3,5.74,4.42,4.65,Verb,2,English,NA,3.450980392,0.390831496,3,7-230,lock,5,Proto-Germanic,None,,7-230,7-230,1,lock,lok,loc,3
bathe,5,Proto-Germanic,Proto-Germanic,2500,2500,bathe,b1D,3,5,3.11,4.19,Verb,2,English,NA,3.450980392,0.390831496,3,4-690,bathe,5,Proto-Germanic,None,,4-690,4-690,1,bathe,bathen,aÌ„wascan,7
spin,5,Proto-Germanic,Proto-Germanic,2500,2500,spin,spIn,4,5,4.41,3.9,Verb,2,English,NA,3.450980392,0.324104167,4,6-310,spin,5,Proto-Germanic,None,,6-310,6-310,1,spin,spinnen,spinnan,7
open,5,Proto-Germanic,Proto-Germanic,2500,2500,open,5p@n,4,5,5.41,3.21,Verb,2,English,NA,3.450980392,0.324104167,4,12-240,open,5,Proto-Germanic,None,,12-240,12-240,1,open,openen,openian,7
spit,5,Proto-Germanic,Proto-Germanic,2500,2500,spit,spIt,4,5.06,3.86,4.71,Verb,4,English,NA,3.450980392,0.324104167,4,4-560,spit,5,Proto-Germanic,None,,4-560,4-560,1,spit,speten,spÃ_Ì„tan,6
burn,5,Proto-Germanic,Proto-Germanic,2500,2500,burn,b3n,3,4.72,4.4,4.11,Verb,2,English,NA,3.450980392,0.390831496,3,1-852,burn,5,Proto-Germanic,None,,1-852,1-852,1,burn,brennen,bÃ_rnan,6
swallow,5,Proto-Germanic,Proto-Germanic,2500,2500,swallow,swQl5,5,5.17,3.89,3.89,Verb,2,English,NA,3.450980392,0.095324755,5,5-181,swallow,5,Proto-Germanic,None,,5-181,5-181,1,swallow,swolwen,swelgan,7
buy,5,Proto-Germanic,Proto-Germanic,2500,2500,buy,b2,2,5.56,5.37,3.35,Verb,2,English,NA,3.450980392,0.142987133,2,11-810,buy,5,Proto-Germanic,None,,11-810,11-810,1,buy,bien,bycgan,6
talk,5,Proto-Germanic,Proto-Germanic,2500,2500,talk,t$k,3,3.68,5.52,4.07,Verb,2,English,NA,3.450980392,0.390831496,3,18-210,talk,5,Proto-Germanic,None,,18-210,18-210,1,speak,speken,sprecan,7
blow,5,Proto-Germanic,Proto-Germanic,2500,2500,blow,bl5,3,4,4.71,3.74,Verb,2,English,NA,3.450980392,0.390831496,3,10-380,blow,5,Proto-Germanic,None,,10-380,10-380,1,blow,blouen,blaÌ„wan,6
share,5,Proto-Germanic,Proto-Germanic,2500,2500,share,S8R,3,4.84,4.92,2.96,Verb,2,English,NA,3.450980392,0.390831496,3,11-910,share,5,Proto-Germanic,None,,11-910,11-910,1,share,sheren,brytnian,8
ditch,5,Proto-Germanic,Proto-Germanic,2500,2500,ditch,dIJ,3,6.22,3.92,4.5,Verb,4,English,NA,3.450980392,0.390831496,3,8-170,ditch,5,Proto-Germanic,None,,8-170,8-170,1,ditch,dich-e,diÌ„c,3
stick,5,Proto-Germanic,Proto-Germanic,2500,2500,stick,stIk,4,3.89,5.02,4.59,Verb,2,English,NA,3.450980392,0.324104167,4,19-250,stick,5,Proto-Germanic,None,,19-250,19-250,1,staff,staf,stÃ_f,4
swim,5,Proto-Germanic,Proto-Germanic,2500,2500,swim,swIm,4,4.17,4.42,4.43,Verb,2,English,NA,3.450980392,0.324104167,4,10-350,swim,5,Proto-Germanic,None,,10-350,10-350,1,swim,swimmen,swimman,7
hold,5,Proto-Germanic,Proto-Germanic,2500,2500,hold,h5ld,4,4.67,5.32,3.68,Verb,2,English,NA,3.450980392,0.324104167,4,11-150,hold,5,Proto-Germanic,None,,11-150,11-150,1,hold,holden,healdan,7
hunt,5,Proto-Germanic,Proto-Germanic,2500,2500,hunt,hVnt,4,6.06,4.69,3.81,Verb,2,English,NA,3.450980392,0.324104167,4,20-610,hunt,5,Proto-Germanic,None,,20-610,20-610,1,hunt,hunten,huntian,7
owe,5,Proto-Germanic,Proto-Germanic,2500,2500,owe,5,1,8.61,4.27,2.07,Verb,2,English,NA,3.450980392,0.027669374,1,11-630,owe,5,Proto-Germanic,None,,11-630,11-630,1,owe,ouen,sculan,6
dive,5,Proto-Germanic,Proto-Germanic,2500,2500,dive,d2v,3,7.21,4.26,4.03,Verb,2,English,NA,3.450980392,0.390831496,3,10-351,dive,5,Proto-Germanic,None,,10-351,10-351,1,dive,diven,duÌ„fan,5
fly,5,Proto-Germanic,Proto-Germanic,2500,2500,fly,fl2,3,3.05,4.9,4.64,Verb,2,English,NA,3.450980392,0.390831496,3,10-370,fly,5,Proto-Germanic,None,,10-370,10-370,1,fly,flien,fleÌ„ogan,7
walk,5,Proto-Germanic,Proto-Germanic,2500,2500,walk,w$k,3,3.45,5.19,4.07,Verb,2,English,NA,3.450980392,0.390831496,3,10-450,walk,5,Proto-Germanic,None,,10-450,10-450,1,walk,gon,feÌ„Î¸an,5
sleep,5,Proto-Germanic,Proto-Germanic,2500,2500,sleep,slip,4,2.79,4.94,4.44,Verb,2,English,NA,3.450980392,0.324104167,4,4-610,sleep,5,Proto-Germanic,None,,4-610,4-610,1,sleep,slepen,slÃ_Ì„pan,6
gather,5,Proto-Germanic,Proto-Germanic,2500,2500,gather,g{D@R,5,6.5,4.29,2.75,Verb,2,English,NA,3.450980392,0.095324755,5,12-210,gather,5,Proto-Germanic,None,,12-210,12-210,1,collect,gaderen,gaderian,8
sing,5,Proto-Germanic,Proto-Germanic,2500,2500,sing,sIN,3,3.47,4.94,4.34,Verb,2,English,NA,3.450980392,0.390831496,3,18-120,sing,5,Proto-Germanic,None,,18-120,18-120,1,sing,singen,singan,6
drown,5,Proto-Germanic,Proto-Germanic,2500,2500,drown,dr6n,4,7,3.61,3.93,Verb,2,English,NA,3.450980392,0.324104167,4,4-751,drown,5,Proto-Germanic,None,,4-751,4-751,1,drowned,drouned,gedrencan,9
knead,5,Proto-Germanic,Proto-Germanic,2500,2500,knead,nid,3,8.8,3.01,3.89,Verb,10,English,NA,3.450980392,0.390831496,3,5-540,knead,5,Proto-Germanic,None,,5-540,5-540,1,knead,kneden,cnedan,6
live,5,Proto-Germanic,Proto-Germanic,2500,2500,live,lIv,3,6.1,5.5,3.57,Verb,2,English,NA,3.450980392,0.390831496,3,7-110,live,5,Proto-Germanic,None,,7-110,7-110,1,dwell,wonen,wunian,6
slide,5,Proto-Germanic,Proto-Germanic,2500,2500,slide,sl2d,4,4.79,4.17,4.48,Verb,2,English,NA,3.450980392,0.324104167,4,10-420,slide,5,Proto-Germanic,None,,10-420,10-420,1,slide,sliden,sliÌ„dan,6
swear,5,Proto-Germanic,Proto-Germanic,2500,2500,swear,sw8R,4,7.21,4.26,2.45,Verb,4,English,NA,3.450980392,0.324104167,4,21-240,swear,5,Proto-Germanic,None,,21-240,21-240,1,swear,sweren,swerian,7
bring,5,Proto-Germanic,Proto-Germanic,2500,2500,bring,brIN,4,4.42,5.4,2.55,Verb,2,English,NA,3.450980392,0.324104167,4,10-620,bring,5,Proto-Germanic,None,,10-620,10-620,1,bring,bringen,brengan,7
steal,5,Proto-Germanic,Proto-Germanic,2500,2500,steal,stil,4,6.17,4.34,3.84,Verb,2,English,NA,3.450980392,0.324104167,4,21-510,steal,5,Proto-Germanic,None,,21-510,21-510,1,steal,stelen,stelan,6
nail,5,Proto-Germanic,Proto-Germanic,2500,2500,nail,n1l,3,5.42,4.18,4.93,Verb,2,English,NA,3.450980392,0.390831496,3,9-500,nail,5,Proto-Germanic,None,,9-500,9-500,1,nail,nail,nÃ_gel,5
forgive,5,Proto-Germanic,Proto-Germanic,2500,2500,forgive,f@gIv,5,5.44,4.28,1.92,Verb,4,English,NA,3.450980392,0.095324755,5,16-690,forgive,5,Proto-Germanic,None,,16-690,16-690,1,forgive,foryeven,forgiefan,9
help,5,Proto-Germanic,Proto-Germanic,2500,2500,help,hElp,4,3.65,5.75,2.56,Verb,2,English,NA,3.450980392,0.324104167,4,19-580,help,5,Proto-Germanic,None,,19-580,19-580,1,help,helpen,helpan,6
guess,5,Proto-Germanic,Proto-Germanic,2500,2500,guess,gEs,3,5.44,5.16,2.28,Verb,2,English,NA,3.450980392,0.390831496,3,17-171,guess,5,Proto-Germanic,None,,17-171,17-171,1,guess,gessen,,
shake,5,Proto-Germanic,Proto-Germanic,2500,2500,shake,S1k,3,5.26,4.58,4.07,Verb,2,English,NA,3.450980392,0.390831496,3,10-260,shake,5,Proto-Germanic,None,,10-260,10-260,1,shake,shaken,wagian,6
stir,5,Proto-Germanic,Proto-Germanic,2500,2500,stir,st3R,4,5.58,4.18,3.76,Verb,4,English,NA,3.450980392,0.324104167,4,5-490,stir,5,Proto-Germanic,None,,5-490,5-490,1,stir,stiren,mengan,6
run,5,Proto-Germanic,Proto-Germanic,2500,2500,run,rVn,3,4.47,5.49,4.31,Verb,2,English,NA,3.450980392,0.390831496,3,10-460,run,5,Proto-Germanic,None,,10-460,10-460,1,run,rennen,iernan,6
sell,5,Proto-Germanic,Proto-Germanic,2500,2500,sell,sEl,3,7.05,5.22,3.35,Verb,2,English,NA,3.450980392,0.390831496,3,11-820,sell,5,Proto-Germanic,None,,11-820,11-820,1,sell,sellen,sellan,6
tell,5,Proto-Germanic,Proto-Germanic,2500,2500,tell,tEl,3,4.26,5.82,2.9,Verb,2,English,NA,3.450980392,0.390831496,3,18-221,tell,5,Proto-Germanic,None,,18-221,18-221,1,tell story,counten,aÌ„reccan,7
fuck,5,Proto-Germanic,Proto-Germanic,2500,2500,fuck,fVk,3,11.22,4.58,3.19,Verb,NA,English,NA,3.450980392,0.390831496,3,4-670,fuck,5,Proto-Germanic,None,,4-670,4-670,1,have sexual intercourse,swiven,hÃ_Ì„man,5
borrow,5,Proto-Germanic,Proto-Germanic,2500,2500,borrow,bQr5,4,6.95,4.27,3.1,Verb,4,English,NA,3.450980392,0.324104167,4,11-620,borrow,5,Proto-Germanic,None,,11-620,11-620,1,borrow,borwen,(on)borgian,9
suck,5,Proto-Germanic,Proto-Germanic,2500,2500,suck,sVk,3,5.58,3.93,3.46,Verb,6,English,NA,3.450980392,0.390831496,3,5-160,suck,5,Proto-Germanic,None,,5-160,5-160,1,suck,souken,suÌ„can,5
drive,5,Proto-Germanic,Proto-Germanic,2500,2500,drive,dr2v,4,5.26,5,3.86,Verb,2,English,NA,3.450980392,0.324104167,4,10-650,drive,5,Proto-Germanic,None,,10-650,10-650,1,drive,driven,driÌ„fan,6
kiss,5,Proto-Germanic,Proto-Germanic,2500,2500,kiss,kIs,3,3.61,4.65,4.48,Verb,2,English,NA,3.450980392,0.390831496,3,16-290,kiss,5,Proto-Germanic,None,,16-290,16-290,1,kiss,kissen,cyssan,6
shoot,5,Proto-Germanic,Proto-Germanic,2500,2500,shoot,Sut,3,5.53,4.53,3.97,Verb,2,English,NA,3.450980392,0.390831496,3,20-620,shoot,5,Proto-Germanic,None,,20-620,20-620,1,shoot,,sceÌ„otan,7
earn,5,Proto-Germanic,Proto-Germanic,2500,2500,earn,3n,2,7.57,4.36,2.39,Verb,2,English,NA,3.450980392,0.142987133,2,11-790,earn,5,Proto-Germanic,None,,11-790,11-790,1,earn,ernen,(ge)earnian,9
beat,5,Proto-Germanic,Proto-Germanic,2500,2500,beat,bit,3,6.15,5.07,3.97,Verb,2,English,NA,3.450980392,0.390831496,3,9-210,beat,5,Proto-Germanic,None,,9-210,9-210,1,strike,slen,hnÃ_ppan,7
rise,5,Proto-Germanic,Proto-Germanic,2500,2500,rise,r2z,3,6.72,4.78,4.04,Verb,4,English,NA,3.450980392,0.390831496,3,10-210,rise,5,Proto-Germanic,None,,10-210,10-210,1,rise,risen,riÌ„san,5
tie,5,Proto-Germanic,Proto-Germanic,2500,2500,tie,t2,2,4.74,4.58,4.81,Verb,2,English,NA,3.450980392,0.142987133,2,9-160,tie,5,Proto-Germanic,None,,9-160,9-160,1,tie,binden,bindan,6
forbid,5,Proto-Germanic,Proto-Germanic,2500,2500,forbid,f@bId,5,8.47,3.34,1.96,Verb,4,English,NA,3.450980392,0.095324755,5,18-380,forbid,5,Proto-Germanic,None,,18-380,18-380,1,forbid,forbeden,forbeÌ„odan,9
heal,5,Proto-Germanic,Proto-Germanic,2500,2500,heal,hil,3,7.47,3.75,3.03,Verb,4,English,NA,3.450980392,0.390831496,3,4-860,heal,5,Proto-Germanic,None,,4-860,4-860,1,cure,helen,hÃ_Ì„lan,5
hear,5,Proto-Germanic,Proto-Germanic,2500,2500,hear,h7R,3,3.8,5.44,3.66,Verb,2,English,NA,3.450980392,0.390831496,3,15-410,hear,5,Proto-Germanic,None,,15-410,15-410,1,hear,heren,hiÌ„eran,6
mean,5,Proto-Germanic,Proto-Germanic,2500,2500,mean,min,3,4,5.71,2.5,Verb,2,English,NA,3.450980392,0.390831496,3,11-540,mean,5,Proto-Germanic,None,,11-540,11-540,1,avaricious,averous,feohgeorn,9
meet,5,Proto-Germanic,Proto-Germanic,2500,2500,meet,mit,3,4.74,5.41,3,Verb,2,English,NA,3.450980392,0.390831496,3,19-650,meet,5,Proto-Germanic,None,,19-650,19-650,1,meet,meten,meÌ„tan,5
need,5,Proto-Germanic,Proto-Germanic,2500,2500,need,nid,3,3.56,6.07,1.69,Verb,2,English,NA,3.450980392,0.390831496,3,17-450,need,5,Proto-Germanic,None,,17-450,17-450,1,need,ned-e,niÌ„ed,4
believe,5,Proto-Germanic,Proto-Germanic,2500,2500,believe,bIliv,5,5.78,5.56,1.55,Verb,2,English,NA,3.450980392,0.095324755,5,17-150,believe,5,Proto-Germanic,None,,17-150,17-150,1,believe,bileven,geliÌ„efan,8
